Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,LAGOUDAS D,2.95,35.09%,38.6%,15.79%,7.02%,3.51%,1
,TABESH M,3.44,64.1%,20.51%,10.26%,5.13%,0.0%,1
,NARAGHI M,2.49,9.375%,45.105%,33.92%,8.45%,3.155%,2
,TALREJA R,3.79,79.1666666667%,20.8333333333%,0.0%,0.0%,0.0%,3
,LE G,2.68,9.16%,54.58%,33.2%,1.02%,2.04%,2
,BOYD J,2.67,22.2533333333%,36.0633333333%,31.0933333333%,7.64%,2.95333333333%,3
,,,,,,,
AERO-220,,,,,,,
,BORISSOV S,3.16,32.56%,53.49%,11.63%,2.33%,0.0%,1
,HOFFERTH J,2.96,25.45%,52.73%,14.55%,5.45%,1.82%,1
,WHITCOMB J,2.94,39.68%,30.16%,19.05%,6.35%,4.76%,1
,HERNANDEZ P,2.91,45.45%,18.18%,27.27%,0.0%,9.09%,1
,PALAFOX O,2.35,13.95%,37.21%,27.91%,11.63%,9.3%,1
,CHAKRAVORTY S,3.16,45.45%,34.09%,11.36%,9.09%,0.0%,1
,MORTARI D,3.22,53.49%,26.285%,15.2%,0.98%,4.045%,2
,MISHRA A,3.18,33.33%,51.52%,15.15%,0.0%,0.0%,1
,,,,,,,
AERO-289,,,,,,,
,MORTARI D,3.22,44.19%,39.53%,9.3%,6.98%,0.0%,1
,SHRYOCK K,2.58,16.67%,33.33%,41.67%,8.33%,0.0%,1
,HOFFERTH J,3.4,50.0%,40.0%,10.0%,0.0%,0.0%,1
,POLLOCK T,2.13,7.89%,23.68%,47.37%,15.79%,5.26%,1
,,,,,,,
AERO-301,,,,,,,
,BROWN R,2.75,25.53%,38.3%,25.53%,6.38%,4.26%,1
,DONZIS D,3.0,19.1816666667%,57.1066666667%,20.74%,2.51%,0.463333333333%,6
,,,,,,,
AERO-302,,,,,,,
,REDINIOTIS O,3.35,50.058%,39.536%,8.614%,1.086%,0.71%,5
,,,,,,,
AERO-303,,,,,,,
,KARPETIS A,3.1,36.03%,39.84%,22.7%,1.43%,0.0%,2
,REED H,2.8,26.12%,39.6525%,25.275%,6.3675%,2.585%,4
,WHITE E,2.93,25.42%,47.46%,22.03%,5.08%,0.0%,1
,,,,,,,
AERO-304,,,,,,,
,KINRA V,3.1,40.796%,32.704%,22.176%,3.958%,0.364%,5
,BENZERGA A,2.74,16.05%,49.78%,26.555%,7.62%,0.0%,2
,WHITCOMB J,2.51,11.43%,40.0%,37.14%,11.43%,0.0%,1
,,,,,,,
AERO-305,,,,,,,
,BHATTACHARYA R,3.02,22.64%,56.6%,20.75%,0.0%,0.0%,1
,NARAGHI M,3.32,40.685%,50.56%,7.735%,1.02%,0.0%,2
,,,,,,,
AERO-306,,,,,,,
,WHITCOMB J,2.44,15.332%,32.74%,32.952%,18.5%,0.476%,5
,STROUBOULIS T,3.39,51.185%,37.385%,10.485%,0.945%,0.0%,2
,BENZERGA A,3.03,26.93%,54.105%,15.355%,1.805%,1.805%,2
,,,,,,,
AERO-310,,,,,,,
,CHAKRAVORTY S,2.72,22.985%,37.405%,28.8625%,10.2175%,0.5325%,4
,HURTADO J,2.59,4.17%,54.17%,37.5%,4.17%,0.0%,1
,BHATTACHARYA R,3.24,39.02%,46.34%,14.63%,0.0%,0.0%,1
,MOBLE B,3.35,45.46%,44.505%,10.03%,0.0%,0.0%,2
,,,,,,,
AERO-320,,,,,,,
,MORTARI D,3.23,43.43%,37.57%,17.57%,1.4275%,0.0%,4
,DONZIS D,3.06,25.81%,54.84%,19.35%,0.0%,0.0%,1
,,,,,,,
AERO-321,,,,,,,
,VADALI S,2.69,11.11%,46.3%,42.59%,0.0%,0.0%,1
,VALASEK J,2.57,22.3666666667%,24.9033333333%,40.9233333333%,11.24%,0.573333333333%,3
,SAHA D,3.33,55.56%,22.22%,22.22%,0.0%,0.0%,1
,,,,,,,
AERO-351,,,,,,,
,CIZMAS P,2.59,15.302%,41.382%,33.49%,6.812%,3.01%,5
,KARPETIS A,3.17,32.16%,52.24%,15.6%,0.0%,0.0%,2
,,,,,,,
AERO-401,,,,,,,
,POLLOCK T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,VALASEK J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KANIPE D,3.83,83.6325%,15.6725%,0.695%,0.0%,0.0%,4
,LUTZ W,3.97,97.455%,2.545%,0.0%,0.0%,0.0%,6
,,,,,,,
AERO-402,,,,,,,
,ROGERS J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,POLLOCK T,3.99,98.9125%,1.0875%,0.0%,0.0%,0.0%,4
,ELMENDORF H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BABBAR Y,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KANIPE D,3.84,84.26%,15.74%,0.0%,0.0%,0.0%,3
,LUTZ W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,STRGANAC T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,,,,,,,
AERO-404,,,,,,,
,TALREJA R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-405,,,,,,,
,HARTL D,3.57,66.46%,23.615%,9.925%,0.0%,0.0%,2
,,,,,,,
AERO-417,,,,,,,
,CIZMAS P,2.59,29.41%,23.53%,23.53%,23.53%,0.0%,1
,KARPETIS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-419,,,,,,,
,BAYEH A,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,KARPETIS A,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-420,,,,,,,
,STRGANAC T,3.31,45.0433333333%,41.39%,13.5666666667%,0.0%,0.0%,3
,,,,,,,
AERO-421,,,,,,,
,VALASEK J,3.47,44.23%,25.0%,28.85%,0.0%,1.92%,1
,CHAMITOFF G,3.54,59.375%,25.3%,13.24%,2.085%,0.0%,2
,,,,,,,
AERO-422,,,,,,,
,VADALI S,2.47,17.65%,17.65%,58.82%,5.88%,0.0%,1
,BHATTACHARYA R,3.58,61.75%,34.2866666667%,3.96333333333%,0.0%,0.0%,3
,,,,,,,
AERO-423,,,,,,,
,MORTARI D,3.23,44.645%,36.5325%,16.035%,2.7875%,0.0%,4
,CHAMITOFF G,3.81,71.24%,26.95%,1.805%,0.0%,0.0%,2
,,,,,,,
AERO-426,,,,,,,
,HYLAND D,3.88,87.8%,12.2%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-428,,,,,,,
,HYLAND D,3.79,78.7775%,21.2225%,0.0%,0.0%,0.0%,4
,,,,,,,
AERO-430,,,,,,,
,STROUBOULIS T,3.84,87.89%,9.8375%,1.515%,0.0%,0.7575%,4
,,,,,,,
AERO-435,,,,,,,
,BOWERSOX R,3.3,39.5833333333%,50.5766666667%,9.84%,0.0%,0.0%,3
,,,,,,,
AERO-440,,,,,,,
,VALASEK J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-445,,,,,,,
,VALASEK J,3.52,51.72%,48.28%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-452,,,,,,,
,DONZIS D,2.79,30.77%,28.21%,30.77%,10.26%,0.0%,1
,CIZMAS P,2.29,9.52%,42.86%,23.81%,14.29%,9.52%,1
,REED H,2.57,13.43%,43.28%,31.34%,10.45%,1.49%,1
,GIRIMAJI S,2.75,21.04%,36.5333333333%,38.8333333333%,3.25666666667%,0.333333333333%,3
,,,,,,,
AERO-472,,,,,,,
,WHITE E,3.62,68.105%,26.2675%,5.625%,0.0%,0.0%,4
,,,,,,,
AERO-485,,,,,,,
,CHAKRAVORTY S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TALREJA R,3.93,93.3333333333%,6.66666666667%,0.0%,0.0%,0.0%,3
,,,,,,,
AERO-489,,,,,,,
,KINRA V,3.55,64.735%,28.14%,4.955%,2.175%,0.0%,2
,WHITCOMB J,3.13,26.97%,59.39%,13.635%,0.0%,0.0%,2
,NARAGHI M,2.93,17.415%,62.265%,19.69%,0.635%,0.0%,2
,MOBLE B,3.86,86.045%,13.955%,0.0%,0.0%,0.0%,2
,CHAMITOFF G,3.7,73.555%,23.055%,3.39%,0.0%,0.0%,2
,,,,,,,
AERO-491,,,,,,,
,MOBLE B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-601,,,,,,,
,WHITE E,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-602,,,,,,,
,DONZIS D,3.38,42.31%,53.85%,3.85%,0.0%,0.0%,1
,REDINIOTIS O,3.53,57.2733333333%,38.56%,4.16666666667%,0.0%,0.0%,3
,,,,,,,
AERO-603,,,,,,,
,KINRA V,3.21,46.43%,35.71%,14.29%,0.0%,3.57%,1
,BENZERGA A,3.12,26.92%,57.69%,15.38%,0.0%,0.0%,1
,BAXEVANIS T,3.56,61.11%,33.33%,5.56%,0.0%,0.0%,1
,,,,,,,
AERO-606,,,,,,,
,NARAGHI M,3.43,42.86%,57.14%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-608,,,,,,,
,BENZERGA A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-617,,,,,,,
,LAGOUDAS D,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,BAXEVANIS T,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-618,,,,,,,
,HARTL D,3.22,33.33%,55.56%,11.11%,0.0%,0.0%,1
,LAGOUDAS D,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-622,,,,,,,
,HURTADO J,3.55,61.55%,32.29%,6.16%,0.0%,0.0%,3
,,,,,,,
AERO-623,,,,,,,
,VADALI S,3.39,41.07%,56.55%,2.38%,0.0%,0.0%,2
,,,,,,,
AERO-624,,,,,,,
,VADALI S,3.6,65.0%,30.0%,5.0%,0.0%,0.0%,2
,,,,,,,
AERO-625,,,,,,,
,VALASEK J,3.55,54.55%,45.45%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-626,,,,,,,
,CHAKRAVORTY S,3.79,78.95%,21.05%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-628,,,,,,,
,HURTADO J,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-629,,,,,,,
,REDINIOTIS O,3.69,68.75%,31.25%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-630,,,,,,,
,CHAKRAVORTY S,3.86,85.715%,14.285%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-631,,,,,,,
,BHATTACHARYA R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-632,,,,,,,
,BHATTACHARYA R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-640,,,,,,,
,GIRIMAJI S,3.65,69.57%,26.09%,4.35%,0.0%,0.0%,1
,,,,,,,
AERO-641,,,,,,,
,KARPETIS A,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-642,,,,,,,
,KARPETIS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-649,,,,,,,
,STROUBOULIS T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
AERO-650,,,,,,,
,MORTARI D,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-672,,,,,,,
,REED H,3.33,60.0%,13.33%,26.67%,0.0%,0.0%,1
,,,,,,,
AERO-673,,,,,,,
,REED H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-674,,,,,,,
,BOWERSOX R,3.94,94.44%,5.56%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-676,,,,,,,
,BOWERSOX R,3.78,78.3333333333%,21.6666666667%,0.0%,0.0%,0.0%,3
,,,,,,,
AERO-685,,,,,,,
,REED H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TURNER J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
AERO-689,,,,,,,
,CHAMITOFF G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,ALFRIEND K,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,BENZERGA A,3.17,16.67%,83.33%,0.0%,0.0%,0.0%,1
,TALREJA R,3.78,77.78%,22.22%,0.0%,0.0%,0.0%,1
,MOBLE B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,GIRIMAJI S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BIOT-601,,,,,,,
,KING M,3.91,91.4933333333%,8.50666666667%,0.0%,0.0%,0.0%,3
,,,,,,,
BIOT-635,,,,,,,
,KING M,3.64,66.935%,30.4975%,2.565%,0.0%,0.0%,4
,,,,,,,
BIOT-645,,,,,,,
,YOUNG C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
BIOT-685,,,,,,,
,CORNWELL B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-101,,,,,,,
,PEAK C,3.75,81.3%,13.01%,4.88%,0.81%,0.0%,1
,COTE G,3.98,97.725%,1.135%,0.57%,0.57%,0.0%,2
,,,,,,,
BMEN-207,,,,,,,
,GIBBS H,3.64,67.27%,29.355%,3.38%,0.0%,0.0%,2
,,,,,,,
BMEN-211,,,,,,,
,CARBAJAL E,3.44,66.67%,11.11%,22.22%,0.0%,0.0%,1
,MARKS H,3.81,87.5%,6.25%,6.25%,0.0%,0.0%,1
,YAKOVLEV V,2.72,24.285%,36.605%,23.24%,11.615%,4.255%,2
,,,,,,,
BMEN-240,,,,,,,
,CRISCIONE J,3.73,74.24%,24.24%,1.52%,0.0%,0.0%,1
,,,,,,,
BMEN-253,,,,,,,
,CARBAJAL E,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HANKS J,3.74,74.545%,25.455%,0.0%,0.0%,0.0%,2
,MARKS H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-289,,,,,,,
,RITTER S,3.63,75.0%,12.5%,12.5%,0.0%,0.0%,1
,MEISSNER K,3.59,68.755%,19.83%,9.585%,0.0%,1.83%,2
,MCSHANE M,3.87,86.76%,13.24%,0.0%,0.0%,0.0%,1
,YAKOVLEV V,3.13,45.3%,31.105%,17.21%,3.075%,3.31%,2
,,,,,,,
BMEN-305,,,,,,,
,MAITLAND K,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-321,,,,,,,
,JO J,3.69,75.0%,20.59%,2.94%,1.47%,0.0%,1
,,,,,,,
BMEN-322,,,,,,,
,MCSHANE M,3.72,72.41%,27.59%,0.0%,0.0%,0.0%,1
,JO J,3.17,48.28%,27.59%,17.24%,6.9%,0.0%,1
,,,,,,,
BMEN-341,,,,,,,
,BREWER M,3.3,45.595%,40.72%,12.335%,0.675%,0.675%,2
,MORENO M,3.41,58.97%,29.49%,7.69%,1.28%,2.56%,1
,,,,,,,
BMEN-343,,,,,,,
,GAHARWAR A,3.62,61.55%,33.6866666667%,4.33333333333%,0.426666666667%,0.0%,3
,,,,,,,
BMEN-344,,,,,,,
,GIBBS H,3.51,58.9%,32.88%,8.22%,0.0%,0.0%,1
,,,,,,,
BMEN-345,,,,,,,
,GRUNLAN M,3.88,87.79%,12.21%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-350,,,,,,,
,YEH A,3.38,49.035%,40.085%,10.875%,0.0%,0.0%,2
,JO J,3.6,57.725%,39.24%,3.03%,0.0%,0.0%,2
,,,,,,,
BMEN-353,,,,,,,
,HANKS J,3.92,92.475%,7.525%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-361,,,,,,,
,HWANG W,3.17,42.265%,40.75%,9.81%,5.66%,1.515%,2
,MADIGAN M,2.82,24.475%,43.42%,23.505%,7.28%,1.315%,2
,,,,,,,
BMEN-400,,,,,,,
,WASSER J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-401,,,,,,,
,YAKOVLEV V,3.58,69.485%,23.41%,5.025%,0.0%,2.085%,2
,,,,,,,
BMEN-404,,,,,,,
,BREWER M,3.78,80.805%,16.07%,3.125%,0.0%,0.0%,2
,,,,,,,
BMEN-406,,,,,,,
,BREWER M,3.38,47.06%,44.12%,8.82%,0.0%,0.0%,1
,,,,,,,
BMEN-420,,,,,,,
,MCDOUGALL M,3.21,32.2166666667%,52.6133333333%,12.28%,2.49%,0.406666666667%,3
,,,,,,,
BMEN-422,,,,,,,
,GIBBS H,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-425,,,,,,,
,MAITLAND K,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-427,,,,,,,
,MCDOUGALL M,3.4,40.0%,60.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-430,,,,,,,
,BREWER M,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,RITTER D,3.93,92.86%,7.14%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-431,,,,,,,
,HWANG W,3.48,54.765%,38.095%,7.145%,0.0%,0.0%,2
,,,,,,,
BMEN-432,,,,,,,
,HWANG W,3.47,52.78%,41.665%,5.555%,0.0%,0.0%,2
,,,,,,,
BMEN-440,,,,,,,
,CRISCIONE J,3.88,87.8%,12.2%,0.0%,0.0%,0.0%,1
,MORENO M,3.96,95.65%,4.35%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-450,,,,,,,
,MAITLAND D,3.97,97.18%,2.82%,0.0%,0.0%,0.0%,1
,COTE G,3.76,78.3033333333%,20.26%,0.94%,0.496666666667%,0.0%,3
,,,,,,,
BMEN-451,,,,,,,
,KAUNAS R,3.37,49.52%,38.405%,12.075%,0.0%,0.0%,2
,,,,,,,
BMEN-452,,,,,,,
,KAUNAS R,3.44,55.56%,33.33%,11.11%,0.0%,0.0%,1
,,,,,,,
BMEN-453,,,,,,,
,HANKS J,3.86,87.305%,11.11%,1.585%,0.0%,0.0%,2
,,,,,,,
BMEN-454,,,,,,,
,HANKS J,3.87,89.68%,8.73%,0.795%,0.795%,0.0%,2
,MCSHANE M,3.86,87.14%,11.43%,1.43%,0.0%,0.0%,1
,,,,,,,
BMEN-457,,,,,,,
,MADIGAN M,3.29,37.41%,54.2%,8.39%,0.0%,0.0%,2
,MORENO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-461,,,,,,,
,CRISCIONE J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-463,,,,,,,
,HWANG W,3.2,33.33%,53.33%,13.33%,0.0%,0.0%,1
,,,,,,,
BMEN-465,,,,,,,
,BERGERSON C,3.8,79.59%,20.41%,0.0%,0.0%,0.0%,1
,BREWER M,3.65,70.59%,25.0%,4.41%,0.0%,0.0%,1
,,,,,,,
BMEN-468,,,,,,,
,KAUNAS R,3.42,52.915%,40.23%,5.365%,0.745%,0.745%,2
,,,,,,,
BMEN-469,,,,,,,
,PISHKO M,3.72,74.075%,24.07%,1.85%,0.0%,0.0%,2
,HARIDAS B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-471,,,,,,,
,KAUNAS R,3.21,36.84%,47.37%,15.79%,0.0%,0.0%,1
,,,,,,,
BMEN-482,,,,,,,
,GRUNLAN M,3.43,51.41%,41.3333333333%,6.14666666667%,1.11%,0.0%,3
,HARIDAS B,3.42,52.63%,36.84%,10.53%,0.0%,0.0%,1
,,,,,,,
BMEN-483,,,,,,,
,ALGE D,3.33,47.915%,37.5%,14.585%,0.0%,0.0%,2
,PISHKO M,3.62,61.54%,38.46%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-485,,,,,,,
,MAITLAND K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,MORENO M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-486,,,,,,,
,MCSHANE M,3.67,67.25%,32.75%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-487,,,,,,,
,ALGE D,3.04,32.0%,48.0%,16.0%,0.0%,4.0%,1
,,,,,,,
BMEN-489,,,,,,,
,GRUNLAN M,3.81,80.6%,19.4%,0.0%,0.0%,0.0%,1
,MATTISON S,3.93,93.33%,6.67%,0.0%,0.0%,0.0%,1
,MCSHANE M,3.79,79.89%,19.11%,0.995%,0.0%,0.0%,2
,MORENO M,3.67,72.915%,20.835%,6.25%,0.0%,0.0%,2
,BREWER M,3.55,70.0%,25.0%,0.0%,0.0%,5.0%,1
,MCDOUGALL M,3.54,53.85%,46.15%,0.0%,0.0%,0.0%,1
,MADIGAN M,2.66,10.715%,50.0%,34.285%,5.0%,0.0%,2
,APPLEGATE B,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,HWANG W,3.36,45.45%,45.45%,9.09%,0.0%,0.0%,1
,CRISCIONE J,3.92,92.11%,7.89%,0.0%,0.0%,0.0%,1
,WASSER J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KAUNAS R,3.42,52.305%,37.17%,10.525%,0.0%,0.0%,2
,GIBBS H,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,PISHKO M,3.82,84.21%,13.16%,2.63%,0.0%,0.0%,2
,,,,,,,
BMEN-491,,,,,,,
,MORENO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,,,,,,,
BMEN-604,,,,,,,
,BREWER M,3.85,85.355%,14.645%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-606,,,,,,,
,BREWER M,3.2,40.0%,40.0%,20.0%,0.0%,0.0%,1
,,,,,,,
BMEN-608,,,,,,,
,YAKOVLEV V,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-611,,,,,,,
,YEH A,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-622,,,,,,,
,GIBBS H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-624,,,,,,,
,MEISSNER K,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-625,,,,,,,
,YEH A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MAITLAND K,3.19,58.66%,13.2033333333%,20.94%,3.03%,4.16666666667%,3
,,,,,,,
BMEN-630,,,,,,,
,BREWER M,3.82,81.82%,18.18%,0.0%,0.0%,0.0%,1
,RITTER D,3.95,95.45%,4.55%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-640,,,,,,,
,CRISCIONE J,3.77,84.62%,7.69%,7.69%,0.0%,0.0%,1
,MORENO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-650,,,,,,,
,APPLEGATE B,3.27,36.665%,53.335%,10.0%,0.0%,0.0%,2
,,,,,,,
BMEN-652,,,,,,,
,KAUNAS R,3.6,80.0%,0.0%,20.0%,0.0%,0.0%,1
,,,,,,,
BMEN-657,,,,,,,
,MADIGAN M,3.86,85.715%,14.285%,0.0%,0.0%,0.0%,2
,,,,,,,
BMEN-661,,,,,,,
,CRISCIONE J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-663,,,,,,,
,HWANG W,3.11,55.56%,22.22%,11.11%,0.0%,11.11%,1
,,,,,,,
BMEN-669,,,,,,,
,PISHKO M,3.9,89.9%,10.1%,0.0%,0.0%,0.0%,2
,HARIDAS B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-674,,,,,,,
,YEH A,3.89,94.865%,1.725%,1.1375%,2.2725%,0.0%,4
,,,,,,,
BMEN-682,,,,,,,
,GRUNLAN M,3.57,66.2966666667%,24.4466666667%,9.26%,0.0%,0.0%,3
,HARIDAS B,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-683,,,,,,,
,ALGE D,3.61,65.53%,29.925%,4.545%,0.0%,0.0%,2
,,,,,,,
BMEN-685,,,,,,,
,CRISCIONE J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-686,,,,,,,
,MCSHANE M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-687,,,,,,,
,ALGE D,3.41,41.18%,58.82%,0.0%,0.0%,0.0%,1
,,,,,,,
BMEN-689,,,,,,,
,MORENO M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,BREWER M,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,1
,MCDOUGALL M,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,MADIGAN M,2.56,11.11%,33.33%,55.56%,0.0%,0.0%,1
,APPLEGATE B,3.11,55.56%,22.22%,11.11%,0.0%,11.11%,1
,CLUBB F,3.93,92.82%,7.18%,0.0%,0.0%,0.0%,2
,OBER R,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,CRISCIONE J,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,1
,KAUNAS R,3.33,66.67%,0.0%,33.33%,0.0%,0.0%,1
,MAITLAND D,3.82,90.91%,0.0%,9.09%,0.0%,0.0%,1
,PISHKO M,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,HARIDAS B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
CHEN-204,,,,,,,
