Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
BIMS-421,,,,,,,
,VENKATRAJ V,3.94,93.6366666667%,6.36333333333%,0.0%,0.0%,0.0%,6
,,,,,,,
BIMS-485,,,,,,,
,VET I,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,VETERINARY M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BUDVITIS A,3.93,93.3333333333%,6.66666666667%,0.0%,0.0%,0.0%,3
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TOTAL S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KINCAID D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,DEPARTMENT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,CROUCH E,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-204,,,,,,,
,RUSSELL L,3.35,50.0714285714%,37.52%,10.1028571429%,1.93714285714%,0.364285714286%,7
,,,,,,,
VIBS-222,,,,,,,
,PORTER W,3.61,63.89%,33.33%,2.78%,0.0%,0.0%,1
,,,,,,,
VIBS-277,,,,,,,
,KO G,3.6,75.68%,10.81%,10.81%,2.7%,0.0%,1
,,,,,,,
VIBS-285,,,,,,,
,JOHNSON L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-289,,,,,,,
,JOHNSON L,3.46,64.2733333333%,21.6033333333%,9.85%,4.27333333333%,0.0%,3
,,,,,,,
VIBS-305,,,,,,,
,HERMAN C,2.46,17.855%,33.84%,29.73%,13.395%,5.18%,2
,RUOFF L,2.37,12.865%,35.4%,31.225%,16.675%,3.84%,2
,HOFFMAN A,2.3,10.71%,35.71%,33.93%,12.5%,7.14%,1
,PINE M,3.18,45.67%,32.66%,14.2833333333%,5.78%,1.6%,3
,NIGUSSIE F,3.13,38.14%,41.53%,16.1%,3.39%,0.85%,1
,,,,,,,
VIBS-343,,,,,,,
,JOHNSON G,3.31,54.31%,25.665%,17.75%,1.135%,1.135%,2
,,,,,,,
VIBS-401,,,,,,,
,ABBOTT L,3.88,87.7466666667%,12.2533333333%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-404,,,,,,,
,PHILLIPS T,3.97,96.6675%,3.3325%,0.0%,0.0%,0.0%,4
,,,,,,,
VIBS-407,,,,,,,
,KLEMM W,3.48,61.18%,30.59%,5.88%,0.0%,2.35%,1
,,,,,,,
VIBS-408,,,,,,,
,KLEMM W,3.43,57.14%,38.1%,0.0%,0.0%,4.76%,1
,,,,,,,
VIBS-411,,,,,,,
,PORTER W,3.54,54.49%,45.51%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-413,,,,,,,
,HAMER S,3.55,59.775%,36.475%,2.5%,1.25%,0.0%,2
,,,,,,,
VIBS-420,,,,,,,
,SNELL J,3.94,94.8666666667%,3.54666666667%,1.58666666667%,0.0%,0.0%,3
,,,,,,,
VIBS-422,,,,,,,
,AROSH S,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-432,,,,,,,
,MCDONALD T,3.68,71.515%,25.305%,3.185%,0.0%,0.0%,2
,,,,,,,
VIBS-443,,,,,,,
,JOHNSON L,2.94,33.0633333333%,36.72%,20.25%,6.18666666667%,3.77333333333%,3
,,,,,,,
VIBS-450,,,,,,,
,PINE M,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,KO G,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-485,,,,,,,
,PINE M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,JOHNSON L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-489,,,,,,,
,ABBOTT L,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,AROSH S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,PORTER W,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,KLEMM W,3.71,68.965%,26.745%,2.855%,0.0%,1.43%,2
,CURLEY K,3.61,63.655%,35.095%,0.0%,1.25%,0.0%,4
,,,,,,,
VIBS-601,,,,,,,
,HERMAN C,3.64,63.64%,36.36%,0.0%,0.0%,0.0%,1
,RUOFF L,3.38,38.46%,61.54%,0.0%,0.0%,0.0%,1
,HOFFMAN A,2.83,8.33%,66.67%,25.0%,0.0%,0.0%,1
,,,,,,,
VIBS-602,,,,,,,
,JOHNSON L,3.46,49.35%,47.75%,2.9%,0.0%,0.0%,3
,JOHNSON G,3.6,61.85%,36.8166666667%,1.33333333333%,0.0%,0.0%,3
,,,,,,,
VIBS-604,,,,,,,
,AROSH J,3.95,94.82%,5.18%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-606,,,,,,,
,WELSH C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-607,,,,,,,
,RUSSELL L,3.81,81.3233333333%,18.6766666667%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-608,,,,,,,
,IVANEK M,3.97,96.6666666667%,3.33333333333%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-609,,,,,,,
,LI Q,3.92,92.5%,7.5%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-610,,,,,,,
,CUMMINGS K,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-611,,,,,,,
,PORTER W,3.92,92.46%,7.54%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-612,,,,,,,
,ABBOTT L,3.85,85.0%,15.0%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-613,,,,,,,
,CAI J,3.89,89.01%,10.99%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-615,,,,,,,
,RUSSELL L,3.84,83.9833333333%,16.0166666667%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-616,,,,,,,
,ABBOTT L,3.95,95.0%,5.0%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-617,,,,,,,
,LI Q,3.92,91.665%,8.335%,0.0%,0.0%,0.0%,2
,LI J,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,RIVERA G,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,BURGHARDT R,3.97,96.6666666667%,3.33333333333%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-619,,,,,,,
,PHILLIPS T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-622,,,,,,,
,AROSH S,3.96,95.65%,4.35%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-627,,,,,,,
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BURGHARDT R,3.83,83.335%,16.665%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-633,,,,,,,
,RUSSELL L,3.91,92.6675%,6.02%,1.315%,0.0%,0.0%,4
,,,,,,,
VIBS-640,,,,,,,
,LI J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-650,,,,,,,
,WELSH C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,6
,,,,,,,
VIBS-655,,,,,,,
,VETERINARY M,2.83,33.33%,50.0%,0.0%,0.0%,16.67%,1
,VET P,2.83,33.33%,50.0%,0.0%,0.0%,16.67%,1
,TOTAL S,2.83,33.33%,50.0%,0.0%,0.0%,16.67%,1
,GASTEL B,3.38,54.4433333333%,40.0%,0.0%,0.0%,5.55666666667%,3
,TEXAS A,2.83,33.33%,50.0%,0.0%,0.0%,16.67%,1
,,,,,,,
VIBS-657,,,,,,,
,GASTEL B,3.83,82.855%,17.145%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-658,,,,,,,
,GASTEL B,3.71,70.835%,29.165%,0.0%,0.0%,0.0%,4
,,,,,,,
VIBS-660,,,,,,,
,GASTEL B,3.69,68.75%,31.25%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-663,,,,,,,
,GASTEL B,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-664,,,,,,,
,GASTEL B,3.87,87.3%,12.7%,0.0%,0.0%,0.0%,2
,,,,,,,
VIBS-670,,,,,,,
,RUSYN I,3.56,55.56%,44.44%,0.0%,0.0%,0.0%,1
,CIZMAS L,3.72,71.4866666667%,28.5133333333%,0.0%,0.0%,0.0%,3
,,,,,,,
VIBS-685,,,,,,,
,PINE M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,GASTEL B,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,2
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,WELSH C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-689,,,,,,,
,AROSH S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,CAI J,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,BURGHARDT R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,RUSYN I,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
VIBS-910,,,,,,,
,HOFFMAN A,2.92,28.2966666667%,43.35%,23.3366666667%,2.26%,2.75666666667%,3
,,,,,,,
VIBS-911,,,,,,,
,PINE M,3.37,46.3766666667%,44.36%,9.01666666667%,0.0%,0.25%,3
,,,,,,,
VIBS-912,,,,,,,
,ABBOTT L,3.21,34.06%,53.79%,11.77%,0.38%,0.0%,2
,RUOFF L,2.79,14.66%,52.97%,29.35%,2.65%,0.375%,2
,,,,,,,
VIBS-913,,,,,,,
,HOFFMAN A,3.18,33.245%,52.54%,13.2675%,0.95%,0.0%,4
,,,,,,,
VIBS-926,,,,,,,
,BUDKE C,3.74,74.755%,24.4925%,0.75%,0.0%,0.0%,4
,,,,,,,
VIBS-930,,,,,,,
,BUDKE C,3.64,66.22%,31.475%,2.3%,0.0%,0.0%,4
,,,,,,,
VIBS-948,,,,,,,
,AROSH J,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,RUOFF L,3.48,52.11%,44.1475%,3.7425%,0.0%,0.0%,4
,TAYCE J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,VET I,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,VETERINARY M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,CHOWDHARY B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BURGHARDT R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,VET L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PINE M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TOTAL S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,DEPARTMENT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VLCS-422,,,,,,,
,COHEN N,3.91,91.1166666667%,8.88333333333%,0.0%,0.0%,0.0%,3
,,,,,,,
VLCS-622,,,,,,,
,COHEN N,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VLCS-930,,,,,,,
,WATKINS J,3.24,34.1625%,56.095%,9.7375%,0.0%,0.0%,4
,,,,,,,
VLCS-931,,,,,,,
,ROUSSEL A,3.1,24.9433333333%,60.8066666667%,13.7233333333%,0.53%,0.0%,3
,,,,,,,
VLCS-932,,,,,,,
,JONES M,3.58,67.52%,24.975%,5.78%,1.725%,0.0%,2
,,,,,,,
VLCS-948,,,,,,,
,POSEY R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,WASHBURN K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,GRIFFIN C,3.94,95.6266666667%,3.3%,1.07666666667%,0.0%,0.0%,3
,MAYS G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DABAREINER R,3.94,95.2366666667%,3.17333333333%,1.58666666667%,0.0%,0.0%,3
,BISSETT W,3.86,88.075%,9.96%,1.965%,0.0%,0.0%,6
,GIBBONS P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,CHAFFIN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,DOMINGUEZ B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ROMANO J,3.12,24.84%,62.66%,12.5%,0.0%,0.0%,3
,HARDY J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,7
,THOMPSON J,3.84,87.73%,8.14%,4.13%,0.0%,0.0%,3
,SCHMITZ D,3.96,96.8075%,3.1925%,0.0%,0.0%,0.0%,4
,,,,,,,
VLCS-953,,,,,,,
,VETERINARY M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TOTAL S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,VET P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,EASTERWOOD L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,5
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VLCS-954,,,,,,,
,WASHBURN K,3.36,42.0933333333%,52.0366666667%,5.87%,0.0%,0.0%,3
,VETERINARY M,3.31,36.64%,58.02%,5.34%,0.0%,0.0%,1
,TEXAS A,3.31,36.64%,58.02%,5.34%,0.0%,0.0%,1
,TOTAL S,3.31,36.64%,58.02%,5.34%,0.0%,0.0%,1
,VET P,3.31,36.64%,58.02%,5.34%,0.0%,0.0%,1
,DEPARTMENT T,3.31,36.64%,58.02%,5.34%,0.0%,0.0%,1
,,,,,,,
VMID-686,,,,,,,
,JOHNSON L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
VMID-912,,,,,,,
,BLUE M,3.99,99.4933333333%,0.506666666667%,0.0%,0.0%,0.0%,3
,,,,,,,
VMID-913,,,,,,,
,BLUE M,3.96,96.615%,3.195%,0.0%,0.19%,0.0%,4
,,,,,,,
VMID-915,,,,,,,
,BEAVER B,3.93,93.25%,6.25%,0.503333333333%,0.0%,0.0%,3
,,,,,,,
VMID-921,,,,,,,
,POSEY R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
VMID-922,,,,,,,
,GORDON S,2.66,3.635%,59.0675%,36.725%,0.5675%,0.0%,4
,,,,,,,
VMID-923,,,,,,,
,MARTINEZ E,3.57,58.8%,39.4825%,1.72%,0.0%,0.0%,4
,,,,,,,
VMID-924,,,,,,,
,GILMOUR L,3.25,34.62%,55.38%,10.0%,0.0%,0.0%,1
,YOUNG B,3.21,35.2966666667%,51.7666666667%,12.1766666667%,0.506666666667%,0.253333333333%,3
,,,,,,,
VMID-925,,,,,,,
,GRIFFIN J,3.15,28.9966666667%,58.5233333333%,11.7133333333%,0.513333333333%,0.253333333333%,3
,,,,,,,
VMID-926,,,,,,,
,VOGES A,3.06,29.01%,48.09%,22.9%,0.0%,0.0%,1
,EICHELBERGER B,3.29,40.91%,47.73%,10.61%,0.76%,0.0%,1
,SPAULDING K,2.99,22.615%,56.7%,18.385%,1.535%,0.765%,2
,,,,,,,
VMID-935,,,,,,,
,STICKNEY M,3.8,79.77%,20.23%,0.0%,0.0%,0.0%,3
,,,,,,,
VMID-936,,,,,,,
,PEYCKE L,3.6,64.7425%,31.045%,4.0225%,0.19%,0.0%,4
,,,,,,,
VMID-943,,,,,,,
,POSEY R,3.98,98.85%,0.7675%,0.3825%,0.0%,0.0%,4
,VET I,3.99,99.23%,0.77%,0.0%,0.0%,0.0%,1
,VETERINARY M,3.99,99.23%,0.77%,0.0%,0.0%,0.0%,1
,COLLEGE O,3.99,99.23%,0.77%,0.0%,0.0%,0.0%,1
,TEXAS A,3.99,99.23%,0.77%,0.0%,0.0%,0.0%,1
,TOTAL S,3.99,99.23%,0.77%,0.0%,0.0%,0.0%,1
,,,,,,,
VMID-950,,,,,,,
,VET I,3.85,84.85%,15.15%,0.0%,0.0%,0.0%,1
,JONES M,3.55,56.1633333333%,42.82%,1.01666666667%,0.0%,0.0%,3
,VETERINARY M,3.85,84.85%,15.15%,0.0%,0.0%,0.0%,1
,COLLEGE O,3.85,84.85%,15.15%,0.0%,0.0%,0.0%,1
,TEXAS A,3.85,84.85%,15.15%,0.0%,0.0%,0.0%,1
,TOTAL S,3.85,84.85%,15.15%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAR-601,,,,,,,
,CRAIG T,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAR-604,,,,,,,
,CRAIG T,3.82,81.82%,18.18%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAR-605,,,,,,,
,ZHU G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-601,,,,,,,
,KIER A,3.94,93.75%,6.25%,0.0%,0.0%,0.0%,2
,,,,,,,
VPAT-640,,,,,,,
,NABITY M,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,RECH R,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,SMITH R,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-641,,,,,,,
,MANSELL K,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,2
,,,,,,,
VPAT-642,,,,,,,
,LEVINE G,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-645,,,,,,,
,STOICA G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
VPAT-650,,,,,,,
,MANSELL K,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-651,,,,,,,
,MANSELL K,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-653,,,,,,,
,KIER A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VPAT-689,,,,,,,
,BRIGHTSMITH D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,LEVINE G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,CLUBB F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VSCS-948,,,,,,,
,DAVIDSON J,3.91,91.0266666667%,8.97333333333%,0.0%,0.0%,0.0%,3
,WILLARD M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,HEATLEY J,3.97,96.875%,3.125%,0.0%,0.0%,0.0%,2
,ECKMAN S,3.52,52.0%,48.0%,0.0%,0.0%,0.0%,1
,CARROLL G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BARTON C,3.97,96.144%,3.856%,0.0%,0.0%,0.0%,5
,DIESEL A,3.96,96.31%,3.69%,0.0%,0.0%,0.0%,2
,DODD J,3.88,88.7083333333%,10.1633333333%,1.13%,0.0%,0.0%,6
,BRIGHTSMITH D,3.89,89.3533333333%,10.6466666667%,0.0%,0.0%,0.0%,3
,AUDREY C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,PEYCKE L,3.95,95.455%,4.545%,0.0%,0.0%,0.0%,2
,AUGUST J,3.82,81.67%,18.33%,0.0%,0.0%,0.0%,1
,BEAVER B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MANKIN J,3.98,97.9166666667%,2.08333333333%,0.0%,0.0%,0.0%,3
,ROGERS K,3.94,92.075%,7.925%,0.0%,0.0%,0.0%,4
,SAUNDERS W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BARR J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HOPPES S,3.94,94.1666666667%,5.83333333333%,0.0%,0.0%,0.0%,6
,SAUNDERS A,3.99,99.7%,0.3%,0.0%,0.0%,0.0%,3
,PATTERSON A,3.94,93.65%,6.35%,0.0%,0.0%,0.0%,1
,LIDBURY J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ZORAN D,3.54,54.0375%,45.9625%,0.0%,0.0%,0.0%,4
,,,,,,,
VSCS-953,,,,,,,
,VETERINARY M,3.95,95.31%,4.69%,0.0%,0.0%,0.0%,1
,ECKMAN S,3.96,95.8466666667%,4.15333333333%,0.0%,0.0%,0.0%,3
,TEXAS A,3.95,95.31%,4.69%,0.0%,0.0%,0.0%,1
,TOTAL S,3.95,95.31%,4.69%,0.0%,0.0%,0.0%,1
,BLACK D,3.92,92.42%,7.58%,0.0%,0.0%,0.0%,1
,DEPARTMENT T,3.95,95.31%,4.69%,0.0%,0.0%,0.0%,1
,VETERINARY P,3.95,95.31%,4.69%,0.0%,0.0%,0.0%,1
,,,,,,,
VSCS-954,,,,,,,
,VETERINARY M,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,BARTON C,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,TEXAS A,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,DEPARTMENT T,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,TOTAL S,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,VETERINARY P,3.56,60.31%,35.88%,3.82%,0.0%,0.0%,1
,,,,,,,
VSCS-955,,,,,,,
,BARTON C,3.24,37.885%,48.885%,12.855%,0.375%,0.0%,2
,,,,,,,
VTMI-615,,,,,,,
,CRISCITIELLO M,3.57,66.425%,23.9%,9.675%,0.0%,0.0%,2
,,,,,,,
VTMI-629,,,,,,,
,DAI Y,3.96,96.0%,4.0%,0.0%,0.0%,0.0%,5
,,,,,,,
VTMI-643,,,,,,,
,SCANLAN C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTMI-647,,,,,,,
,BALL J,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,2
,,,,,,,
VTMI-649,,,,,,,
,MWANGI W,3.88,93.425%,3.675%,0.735%,1.43%,0.735%,2
,CALDWELL D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTMI-650,,,,,,,
,BERGHMAN L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTMI-662,,,,,,,
,WELSH C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,CRISCITIELLO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,JOHNSON G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTMI-685,,,,,,,
,MWANGI W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTMI-689,,,,,,,
,ZHU G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCOTT H,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
VTPB-212,,,,,,,
,THREADGILL D,3.57,67.86%,25.0%,3.57%,3.57%,0.0%,1
,,,,,,,
VTPB-221,,,,,,,
,OMRAN M,3.57,64.38%,30.04%,4.29%,0.43%,0.86%,1
,MUSSER J,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,TIZARD I,3.02,38.35%,38.015%,15.77%,3.095%,4.765%,2
,,,,,,,
VTPB-285,,,,,,,
,THREADGILL D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTPB-301,,,,,,,
,COOK W,3.48,54.0%,40.0%,6.0%,0.0%,0.0%,1
,DAVIS D,3.78,79.67%,18.74%,1.59%,0.0%,0.0%,2
,,,,,,,
VTPB-303,,,,,,,
,BRIGHTSMITH D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
VTPB-334,,,,,,,
,REDDY S,3.04,32.8475%,45.3825%,17.8425%,3.395%,0.5325%,4
,,,,,,,
VTPB-405,,,,,,,
,OMRAN M,3.72,77.2275%,19.02%,3.065%,0.5125%,0.17%,4
,MUSSER J,3.81,84.615%,11.54%,3.845%,0.0%,0.0%,2
,THREADGILL D,3.4,46.835%,47.045%,5.78%,0.0%,0.34%,2
,TIZARD I,3.5,51.76%,48.24%,0.0%,0.0%,0.0%,1
,SCANLAN C,3.74,76.296%,21.898%,1.346%,0.228%,0.232%,5
,COLLEGE T,3.44,55.56%,33.33%,11.11%,0.0%,0.0%,1
,,,,,,,
VTPB-407,,,,,,,
,OMRAN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
VTPB-409,,,,,,,
,OMRAN M,3.64,73.0466666667%,19.7166666667%,5.72666666667%,1.51%,0.0%,3
,CRISCITIELLO M,3.17,45.145%,38.305%,8.795%,4.445%,3.305%,2
,MWANGI W,3.64,75.0%,14.615%,9.425%,0.96%,0.0%,2
,,,,,,,
VTPB-410,,,,,,,
,WEEKS B,3.25,50.3933333333%,32.6166666667%,11.6966666667%,1.96%,3.33333333333%,3
,,,,,,,
VTPB-415,,,,,,,
,CRISCITIELLO M,3.5,62.5%,25.0%,12.5%,0.0%,0.0%,1
,,,,,,,
VTPB-421,,,,,,,
,FICHT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCANLAN C,3.93,96.43%,1.785%,0.0%,1.785%,0.0%,2
,,,,,,,
VTPB-438,,,,,,,
,PAYNE S,3.52,60.515%,31.85%,7.1225%,0.51%,0.0%,4
,BALL J,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
VTPB-485,,,,,,,
,THREADGILL D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
